dump_name,breach_date,record_count,source
BDSMFAP.com,,,ScatteredSecrets
BDSMStorys.com,,,ScatteredSecrets
BEMA.gov.gh,,,ScatteredSecrets
BENECAR.pt,,,ScatteredSecrets
BERMAD.com,,,ScatteredSecrets
BFHax.net,,,ScatteredSecrets
BFWeb.info,,,ScatteredSecrets
BGBEN.co.uk,,,ScatteredSecrets
BGFood.co.kr,,,ScatteredSecrets
BHAutomotiveLLC.com,,,ScatteredSecrets
BIG-CE.pf,,,ScatteredSecrets
BIOFARM.ru,,,ScatteredSecrets
BIOSTAR.com.tw,,,ScatteredSecrets
BITIMEN.com,,,ScatteredSecrets
BK-Conseil.com,,,ScatteredSecrets
BKScarrosserie.nl,,,ScatteredSecrets
BLSIndia-Canada.com,,,ScatteredSecrets
BMIFM.com,,,ScatteredSecrets
BMSE.net,,,ScatteredSecrets
BMW-Forum.de,,,ScatteredSecrets
BMW-Syndykat.pl,,,ScatteredSecrets
BMW3ER.pl,,,ScatteredSecrets
BMWForums.info,,,ScatteredSecrets
BNSP-Indonesia.com,,,ScatteredSecrets
BOZPO.sk,,,ScatteredSecrets
BPAAgency.com,,,ScatteredSecrets
BPOTech.com.vn,,,ScatteredSecrets
BRIMBELLES.com,,,ScatteredSecrets
BSGE.org.uk,,,ScatteredSecrets
BSNL.co.in,,,ScatteredSecrets
BTC-Alpha.com,,,ScatteredSecrets
BTC-Compakta.be,,,ScatteredSecrets
BTC4Free.com,,,ScatteredSecrets
BTC60.net,,,ScatteredSecrets
BTCF.fi,,,ScatteredSecrets
BTP42-Emploi-Apprentissage.com,,,ScatteredSecrets
BTSec.com,,,ScatteredSecrets
BTUN.net,,,ScatteredSecrets
BUXP.org,,,ScatteredSecrets
BZU.edu.pk,,,ScatteredSecrets
BabbleBelt.com,,,ScatteredSecrets
BabyNames.com,,,ScatteredSecrets
